order_id,customer_id,дата_заказа,сумма_заказа,категория,статус
O04185,C0326,2024-09-11,404.62,одежда,отменён
O04186,C0046,2024-08-05,1642.77,электроника,выполнен
O04187,C0470,2024-01-30,1025.45,электроника,выполнен
O04188,C0130,2024-02-14,503.49,одежда,отменён
O04189,C0165,2024-03-20,161.87,дом_и_сад,выполнен
O04190,C0200,2024-02-08,914.94,спорт,выполнен
O04191,C0031,2024-08-27,769.12,одежда,выполнен
O04192,C0253,2024-02-14,926.24,спорт,выполнен
O04193,C0066,2024-03-18,1024.05,спорт,выполнен
O04194,C0199,2024-12-02,232.46,продукты,отменён
O04195,C0169,2024-12-14,911.07,продукты,выполнен
O04196,C0378,2024-10-14,1204.76,одежда,выполнен
O04197,C0394,2024-10-06,1193.44,электроника,отменён
O04198,C0081,2024-04-25,244.09,продукты,выполнен
O04199,C0180,2024-09-25,1674.78,одежда,выполнен
O04200,C0182,2024-11-30,937.26,спорт,возврат
O04201,C0078,2024-11-07,1037.36,книги,выполнен
O04202,C0393,2024-02-22,324.87,одежда,выполнен
O04203,C0347,2024-03-08,1218.86,дом_и_сад,отменён
O04204,C0101,2024-06-30,167.48,книги,выполнен
O04205,C0180,2024-02-03,337.46,одежда,возврат
O04206,C0054,2024-10-10,1832.19,книги,выполнен
O04207,C0316,2024-11-01,1172.48,электроника,выполнен
O04208,C0065,2024-09-05,839.84,книги,отменён
O04209,C0491,2024-04-20,1415.12,электроника,выполнен
O04210,C0384,2024-04-03,1496.01,одежда,отменён
O04211,C0194,2024-06-27,1219.67,спорт,выполнен
O04212,C0293,2024-02-16,558.95,книги,отменён
O04213,C0449,2024-10-08,329.5,одежда,отменён
O04214,C0278,2024-12-05,391.22,дом_и_сад,выполнен
O04215,C0094,2024-12-27,2055.9,дом_и_сад,выполнен
O04216,C0186,2024-04-01,239.75,электроника,отменён
O04217,C0415,2024-07-30,985.02,продукты,возврат
O04218,C0325,2024-03-15,986.23,продукты,отменён
O04219,C0326,2024-07-20,2152.63,одежда,выполнен
O04220,C0426,2024-10-23,984.02,дом_и_сад,отменён
O04221,C0440,2024-11-03,474.1,красота,выполнен
O04222,C0457,2024-07-29,480.11,дом_и_сад,выполнен
O04223,C0048,2024-12-03,662.07,красота,возврат
O04224,C0271,2024-05-13,1646.05,электроника,возврат
O04225,C0363,2024-11-25,1268.03,электроника,возврат
O04226,C0371,2024-03-06,279.06,книги,выполнен
O04227,C0309,2024-10-06,831.25,книги,возврат
O04228,C0092,2024-01-28,1287.18,электроника,выполнен
O04229,C0393,2024-04-26,550.19,одежда,выполнен
O04230,C0354,2024-11-12,118.16,книги,выполнен
O04231,C0044,2024-11-20,568.4,электроника,выполнен
O04232,C0236,2024-04-23,202.73,одежда,выполнен
O04233,C0094,2024-03-15,178.62,дом_и_сад,выполнен
O04234,C0165,2024-07-20,1559.52,красота,выполнен
O04235,C0010,2024-02-28,4998.16,дом_и_сад,выполнен
O04236,C0199,2024-01-15,1981.14,дом_и_сад,выполнен
O04237,C0275,2024-08-18,100.0,одежда,выполнен
O04238,C0312,2024-04-14,579.17,спорт,выполнен
O04239,C0333,2024-06-13,414.99,электроника,возврат
O04240,C0412,2024-07-17,205.05,красота,отменён
O04241,C0114,2024-12-19,964.77,продукты,выполнен
O04242,C0064,2024-02-04,573.73,спорт,возврат
O04243,C0419,2024-06-10,262.1,книги,выполнен
O04244,C0082,2024-09-01,128.37,электроника,выполнен
O04245,C0484,2024-10-13,408.65,красота,отменён
O04246,C0415,2024-01-19,669.36,одежда,выполнен
O04247,C0254,2024-10-06,605.02,одежда,выполнен
O04248,C0489,2024-12-05,1556.55,электроника,выполнен
O04249,C0050,2024-12-13,871.65,книги,возврат
O04250,C0151,2024-06-30,504.87,книги,выполнен
O04251,C0320,2024-05-26,345.92,электроника,выполнен
O04252,C0168,2024-06-24,161.3,электроника,выполнен
O04253,C0460,2024-06-11,277.82,красота,выполнен
O04254,C0035,2024-06-23,1971.71,электроника,выполнен
O04255,C0274,2024-02-16,1328.41,спорт,выполнен
O04256,C0300,2024-09-12,838.0,спорт,выполнен
O04257,C0330,2024-06-22,447.98,книги,выполнен
O04258,C0130,2024-04-12,1795.1,спорт,отменён
O04259,C0180,2024-04-30,296.22,продукты,выполнен
O04260,C0415,2024-12-15,298.94,красота,возврат
O04261,C0104,2024-05-24,617.22,одежда,выполнен
O04262,C0406,2024-02-11,115.99,одежда,отменён
O04263,C0283,2024-01-29,289.58,электроника,отменён
O04264,C0374,2024-09-29,550.6,красота,выполнен
O04265,C0351,2024-01-14,459.9,дом_и_сад,отменён
O04266,C0111,2024-11-01,301.69,электроника,выполнен
O04267,C0287,2024-11-08,3389.09,дом_и_сад,выполнен
O04268,C0426,2024-07-07,1979.52,продукты,выполнен
O04269,C0217,2024-12-25,2621.97,красота,выполнен
O04270,C0478,2024-10-21,614.47,одежда,возврат
O04271,C0227,2024-07-01,449.95,дом_и_сад,выполнен
O04272,C0073,2024-12-17,2395.46,спорт,выполнен
O04273,C0194,2024-02-05,712.06,электроника,отменён
O04274,C0472,2024-02-06,284.75,книги,возврат
O04275,C0156,2024-01-14,301.02,электроника,возврат
O04276,C0426,2024-05-02,513.09,спорт,отменён
O04277,C0436,2024-03-23,653.53,дом_и_сад,выполнен
O04278,C0168,2024-06-07,709.93,спорт,выполнен
O04279,C0041,2024-11-24,574.29,электроника,выполнен
O04280,C0356,2024-04-11,4322.91,красота,выполнен
O04281,C0154,2024-12-02,225.32,одежда,отменён
O04282,C0384,2024-03-23,1139.3,спорт,отменён
O04283,C0222,2024-02-13,453.97,дом_и_сад,выполнен
O04284,C0245,2024-03-08,644.82,красота,возврат
O04285,C0381,2024-02-17,1411.48,спорт,возврат
O04286,C0190,2024-02-26,159.78,одежда,отменён
O04287,C0222,2024-03-15,312.09,книги,выполнен
O04288,C0184,2024-01-22,597.69,электроника,возврат
O04289,C0180,2024-05-11,2166.79,электроника,выполнен
O04290,C0263,2024-10-28,2157.67,книги,выполнен
O04291,C0397,2024-09-23,1847.97,спорт,выполнен
O04292,C0180,2024-10-13,115.04,электроника,выполнен
O04293,C0263,2024-04-29,287.2,спорт,выполнен
O04294,C0335,2024-09-02,296.81,электроника,выполнен
O04295,C0138,2024-02-25,636.39,электроника,выполнен
O04296,C0143,2024-02-07,151.05,электроника,отменён
O04297,C0461,2024-09-01,1600.89,дом_и_сад,возврат
O04298,C0355,2024-01-21,134.89,дом_и_сад,отменён
O04299,C0293,2024-04-19,1519.32,спорт,возврат
O04300,C0326,2024-04-03,1334.98,одежда,выполнен
O04301,C0019,2024-05-15,277.13,дом_и_сад,выполнен
O04302,C0312,2024-08-18,1825.42,продукты,выполнен
O04303,C0256,2024-01-08,509.5,продукты,выполнен
O04304,C0273,2024-11-23,413.99,книги,выполнен
O04305,C0173,2024-10-16,474.78,продукты,отменён
O04306,C0041,2024-09-07,508.49,спорт,выполнен
O04307,C0102,2024-12-26,547.33,красота,возврат
O04308,C0471,2024-03-27,557.37,продукты,возврат
O04309,C0206,2024-07-22,326.28,спорт,выполнен
O04310,C0237,2024-08-06,392.86,спорт,возврат
O04311,C0031,2024-08-28,421.04,одежда,выполнен
O04312,C0024,2024-11-15,2535.6,дом_и_сад,выполнен
O04313,C0352,2024-09-14,421.19,дом_и_сад,возврат
O04314,C0268,2024-04-18,400.1,одежда,отменён
O04315,C0256,2024-09-12,2237.38,электроника,возврат
O04316,C0123,2024-10-08,514.09,красота,выполнен
O04317,C0364,2024-08-07,326.3,спорт,отменён
O04318,C0092,2024-03-23,274.36,электроника,отменён
O04319,C0100,2024-04-16,213.55,одежда,отменён
O04320,C0236,2024-03-09,1025.51,спорт,выполнен
O04321,C0146,2024-04-06,157.04,электроника,выполнен
O04322,C0125,2024-07-30,1952.9,электроника,возврат
O04323,C0325,2024-10-12,618.28,дом_и_сад,выполнен
O04324,C0326,2024-08-24,468.88,дом_и_сад,возврат
O04325,C0404,2024-01-08,554.08,одежда,возврат
O04326,C0209,2024-10-20,963.38,электроника,возврат
O04327,C0039,2024-07-07,456.75,продукты,выполнен
O04328,C0141,2024-03-21,570.54,одежда,отменён
O04329,C0488,2024-04-17,1544.51,продукты,выполнен
O04330,C0305,2024-11-16,877.89,одежда,выполнен
O04331,C0347,2024-03-07,244.7,электроника,выполнен
O04332,C0003,2024-06-22,377.59,продукты,отменён
O04333,C0261,2024-12-11,159.95,красота,выполнен
O04334,C0024,2024-12-16,1088.11,одежда,отменён
O04335,C0287,2024-11-23,1185.12,одежда,выполнен
O04336,C0457,2024-02-12,314.98,одежда,возврат
O04337,C0478,2024-07-05,4204.38,продукты,выполнен
O04338,C0269,2024-10-28,4676.52,книги,выполнен
O04339,C0232,2024-07-18,677.39,продукты,выполнен
O04340,C0468,2024-02-08,351.46,книги,выполнен
O04341,C0336,2024-08-07,828.02,электроника,выполнен
O04342,C0034,2024-11-02,344.87,книги,возврат
O04343,C0237,2024-01-04,1422.29,электроника,выполнен
O04344,C0123,2024-04-30,759.82,электроника,выполнен
O04345,C0238,2024-12-01,804.82,электроника,выполнен
O04346,C0230,2024-03-17,2717.13,электроника,выполнен
O04347,C0297,2024-06-27,405.36,продукты,выполнен
O04348,C0171,2024-05-12,418.55,продукты,отменён
O04349,C0090,2024-11-06,1321.73,дом_и_сад,выполнен
O04350,C0255,2024-08-16,474.57,электроника,выполнен
O04351,C0408,2024-10-02,2399.62,продукты,отменён
O04352,C0333,2024-05-31,1480.89,одежда,возврат
O04353,C0165,2024-06-12,494.19,спорт,отменён
O04354,C0463,2024-10-16,156.14,электроника,выполнен
O04355,C0450,2024-04-18,208.14,электроника,выполнен
O04356,C0112,2024-05-05,452.41,продукты,выполнен
O04357,C0026,2024-08-27,919.44,книги,выполнен
O04358,C0363,2024-11-05,1606.51,дом_и_сад,выполнен
O04359,C0406,2024-12-10,559.01,электроника,выполнен
O04360,C0478,2024-05-25,326.65,электроника,отменён
O04361,C0437,2024-09-08,594.31,одежда,отменён
O04362,C0306,2024-07-01,676.07,продукты,выполнен
O04363,C0265,2024-11-04,1889.29,спорт,выполнен
O04364,C0018,2024-11-01,1807.21,одежда,выполнен
O04365,C0125,2024-03-12,298.41,продукты,возврат
O04366,C0235,2024-08-06,956.49,спорт,выполнен
O04367,C0316,2024-07-25,335.94,продукты,возврат
O04368,C0282,2024-06-21,343.61,электроника,возврат
O04369,C0363,2024-05-20,1526.82,продукты,возврат
O04370,C0144,2024-09-28,567.11,одежда,выполнен
O04371,C0284,2024-08-01,1109.75,книги,выполнен
O04372,C0044,2024-09-25,1020.23,дом_и_сад,выполнен
O04373,C0209,2024-01-20,624.16,электроника,выполнен
O04374,C0367,2024-03-06,868.17,электроника,выполнен
O04375,C0342,2024-10-29,782.96,одежда,возврат
O04376,C0494,2024-05-26,264.98,продукты,выполнен
O04377,C0144,2024-06-13,982.26,красота,отменён
O04378,C0254,2024-11-05,378.12,одежда,возврат
O04379,C0163,2024-01-06,282.8,книги,выполнен
O04380,C0222,2024-01-14,1317.79,продукты,отменён
O04381,C0422,2024-05-11,414.45,книги,выполнен
O04382,C0340,2024-12-07,1617.36,дом_и_сад,выполнен
O04383,C0436,2024-08-30,1601.49,дом_и_сад,возврат
O04384,C0107,2024-08-18,454.23,продукты,выполнен
O04385,C0433,2024-08-15,1563.49,книги,выполнен
O04386,C0033,2024-06-10,487.13,одежда,отменён
O04387,C0437,2024-10-09,629.73,книги,выполнен
O04388,C0163,2024-09-19,987.35,спорт,выполнен
O04389,C0154,2024-05-10,3399.95,продукты,возврат
O04390,C0256,2024-08-12,1411.94,красота,отменён
O04391,C0465,2024-09-14,635.09,книги,выполнен
O04392,C0028,2024-08-21,722.45,дом_и_сад,отменён
O04393,C0170,2024-12-01,187.45,одежда,выполнен
O04394,C0420,2024-11-11,1486.0,красота,возврат
O04395,C0197,2024-01-24,1363.58,дом_и_сад,отменён
O04396,C0105,2024-09-27,834.47,спорт,выполнен
O04397,C0211,2024-04-04,1181.1,красота,возврат
O04398,C0191,2024-05-21,131.61,электроника,выполнен
O04399,C0453,2024-06-30,279.94,электроника,возврат
O04400,C0374,2024-07-24,2810.67,спорт,выполнен
O04401,C0255,2024-03-21,541.22,электроника,выполнен
O04402,C0494,2024-09-30,1219.2,спорт,выполнен
O04403,C0236,2024-10-02,366.02,одежда,выполнен
O04404,C0032,2024-07-26,466.97,электроника,выполнен
O04405,C0133,2024-10-22,2932.9,продукты,выполнен
O04406,C0217,2024-02-08,586.42,продукты,выполнен
O04407,C0083,2024-10-14,1011.15,электроника,возврат
O04408,C0470,2024-05-03,738.31,электроника,выполнен
O04409,C0376,2024-12-29,810.08,продукты,выполнен
O04410,C0137,2024-10-09,788.22,дом_и_сад,выполнен
O04411,C0300,2024-06-28,136.72,книги,возврат
O04412,C0355,2024-04-06,974.24,электроника,возврат
O04413,C0465,2024-07-09,432.64,продукты,выполнен
O04414,C0436,2024-03-14,2761.84,одежда,выполнен
O04415,C0258,2024-09-29,358.49,одежда,отменён
O04416,C0381,2024-02-18,456.1,красота,выполнен
O04417,C0283,2024-12-02,4707.4,одежда,выполнен
O04418,C0278,2024-07-28,1186.45,одежда,отменён
O04419,C0060,2024-04-25,302.86,одежда,выполнен
O04420,C0066,2024-01-23,765.96,красота,выполнен
O04421,C0265,2024-04-07,250.56,продукты,отменён
O04422,C0137,2024-11-23,817.35,спорт,выполнен
O04423,C0013,2024-11-08,349.5,продукты,выполнен
O04424,C0355,2024-07-08,2956.85,одежда,возврат
O04425,C0021,2024-06-30,931.42,книги,выполнен
O04426,C0304,2024-05-27,1014.39,электроника,выполнен
O04427,C0268,2024-12-07,1421.97,дом_и_сад,отменён
O04428,C0478,2024-01-23,1555.11,спорт,отменён
O04429,C0245,2024-04-14,383.27,электроника,отменён
O04430,C0034,2024-06-11,717.64,электроника,выполнен
O04431,C0275,2024-03-07,465.73,спорт,выполнен
O04432,C0414,2024-10-16,3551.97,одежда,выполнен
O04433,C0499,2024-10-15,106.89,одежда,выполнен
O04434,C0215,2024-02-15,419.86,электроника,возврат
O04435,C0156,2024-03-21,623.93,дом_и_сад,отменён
O04436,C0446,2024-05-26,742.15,книги,выполнен
O04437,C0101,2024-08-09,730.12,книги,выполнен
O04438,C0312,2024-12-08,641.03,продукты,выполнен
O04439,C0200,2024-01-15,584.1,спорт,выполнен
O04440,C0026,2024-04-30,806.77,одежда,выполнен
O04441,C0168,2024-03-18,962.18,электроника,выполнен
O04442,C0137,2024-11-17,2786.57,книги,отменён
O04443,C0340,2024-10-21,2766.91,дом_и_сад,выполнен
O04444,C0471,2024-08-28,846.24,дом_и_сад,выполнен
O04445,C0137,2024-01-18,447.52,продукты,выполнен
O04446,C0398,2024-09-12,473.28,книги,выполнен
O04447,C0032,2024-10-03,232.46,красота,выполнен
O04448,C0268,2024-01-27,1425.94,одежда,выполнен
O04449,C0037,2024-01-02,641.76,одежда,выполнен
O04450,C0461,2024-12-18,943.7,продукты,выполнен
O04451,C0376,2024-10-21,868.7,электроника,выполнен
O04452,C0331,2024-11-07,380.66,книги,отменён
O04453,C0404,2024-12-28,344.86,одежда,отменён
O04454,C0326,2024-08-26,462.97,спорт,выполнен
O04455,C0478,2024-01-13,981.01,спорт,возврат
O04456,C0351,2024-07-02,623.53,продукты,возврат
O04457,C0458,2024-07-12,162.03,электроника,выполнен
O04458,C0260,2024-02-25,293.15,красота,выполнен
O04459,C0061,2024-08-17,537.06,электроника,отменён
O04460,C0265,2024-01-28,649.16,дом_и_сад,отменён
O04461,C0066,2024-11-15,1004.64,дом_и_сад,отменён
O04462,C0301,2024-03-11,686.36,электроника,выполнен
O04463,C0243,2024-07-28,497.62,красота,отменён
O04464,C0314,2024-07-02,484.12,продукты,возврат
O04465,C0003,2024-12-21,781.46,спорт,выполнен
O04466,C0104,2024-02-10,929.31,спорт,выполнен
O04467,C0250,2024-09-16,510.89,продукты,выполнен
O04468,C0471,2024-12-09,280.86,электроника,выполнен
O04469,C0190,2024-03-24,614.69,дом_и_сад,выполнен
O04470,C0211,2024-02-15,395.48,спорт,выполнен
O04471,C0352,2024-06-07,837.2,электроника,выполнен
O04472,C0307,2024-12-09,2174.6,дом_и_сад,выполнен
O04473,C0149,2024-01-07,225.6,дом_и_сад,выполнен
O04474,C0206,2024-11-28,1669.96,спорт,возврат
O04475,C0115,2024-05-15,968.0,электроника,выполнен
O04476,C0478,2024-07-01,1607.24,одежда,отменён
O04477,C0068,2024-07-15,469.38,электроника,возврат
O04478,C0182,2024-06-20,209.18,продукты,отменён
O04479,C0014,2024-12-14,767.97,книги,возврат
O04480,C0116,2024-10-02,2038.05,электроника,выполнен
O04481,C0384,2024-03-18,284.74,одежда,возврат
O04482,C0105,2024-06-26,321.1,дом_и_сад,выполнен
O04483,C0041,2024-01-27,1063.97,электроника,возврат
O04484,C0238,2024-04-29,441.52,электроника,выполнен
O04485,C0003,2024-10-07,2522.15,спорт,отменён
O04486,C0044,2024-11-03,1120.65,дом_и_сад,возврат
O04487,C0396,2024-07-14,374.14,дом_и_сад,выполнен
O04488,C0378,2024-10-03,423.39,дом_и_сад,возврат
O04489,C0453,2024-01-18,436.99,одежда,выполнен
O04490,C0419,2024-10-21,642.69,книги,выполнен
O04491,C0339,2024-09-27,848.58,электроника,отменён
O04492,C0031,2024-02-22,800.43,одежда,выполнен
O04493,C0384,2024-10-20,270.49,одежда,выполнен
O04494,C0416,2024-02-21,1368.54,электроника,выполнен
O04495,C0393,2024-08-03,527.39,одежда,отменён
O04496,C0256,2024-03-12,316.71,спорт,возврат
O04497,C0121,2024-01-28,459.24,продукты,выполнен
O04498,C0416,2024-09-08,1497.34,одежда,выполнен
O04499,C0356,2024-02-04,774.53,дом_и_сад,возврат
O04500,C0488,2024-07-19,830.52,дом_и_сад,отменён
O04501,C0081,2024-09-05,260.87,одежда,выполнен
O04502,C0118,2024-04-08,739.36,одежда,отменён
O04503,C0112,2024-11-03,1477.38,одежда,отменён
O04504,C0388,2024-05-19,157.22,электроника,выполнен
O04505,C0099,2024-03-23,487.28,дом_и_сад,возврат
O04506,C0035,2024-02-17,1095.04,электроника,отменён
O04507,C0499,2024-10-04,754.91,электроника,возврат
O04508,C0014,2024-09-04,294.4,электроника,выполнен
O04509,C0410,2024-06-25,914.71,книги,выполнен
O04510,C0180,2024-02-21,261.41,электроника,выполнен
O04511,C0414,2024-03-19,332.27,спорт,выполнен
O04512,C0278,2024-11-17,361.39,электроника,выполнен
O04513,C0444,2024-03-04,2286.35,дом_и_сад,возврат
O04514,C0459,2024-01-08,174.9,красота,выполнен
O04515,C0003,2024-08-01,185.54,продукты,выполнен
O04516,C0040,2024-01-25,834.35,книги,возврат
O04517,C0127,2024-09-12,723.31,дом_и_сад,отменён
O04518,C0335,2024-08-30,456.71,дом_и_сад,выполнен
O04519,C0437,2024-07-16,672.54,дом_и_сад,выполнен
O04520,C0236,2024-04-03,283.83,одежда,возврат
O04521,C0309,2024-07-25,716.02,продукты,выполнен
O04522,C0100,2024-01-15,786.56,красота,выполнен
O04523,C0394,2024-06-26,1757.7,одежда,выполнен
O04524,C0478,2024-03-15,3058.94,красота,выполнен
O04525,C0137,2024-04-13,536.95,спорт,выполнен
O04526,C0253,2024-10-20,240.17,продукты,выполнен
O04527,C0044,2024-06-16,905.04,спорт,выполнен
O04528,C0282,2024-04-24,597.62,книги,выполнен
O04529,C0254,2024-02-08,576.82,продукты,выполнен
O04530,C0073,2024-12-29,183.3,электроника,выполнен
O04531,C0222,2024-09-29,719.74,дом_и_сад,выполнен
O04532,C0164,2024-05-14,932.89,красота,выполнен
O04533,C0263,2024-08-19,1472.51,спорт,выполнен
O04534,C0297,2024-02-08,443.91,электроника,возврат
O04535,C0003,2024-10-17,343.67,одежда,выполнен
O04536,C0373,2024-11-02,441.08,книги,отменён
O04537,C0351,2024-02-16,1403.81,электроника,возврат
O04538,C0180,2024-02-05,2016.03,спорт,выполнен
O04539,C0031,2024-11-15,1630.75,электроника,выполнен
O04540,C0371,2024-04-04,1116.72,одежда,выполнен
O04541,C0474,2024-12-26,648.24,одежда,выполнен
O04542,C0123,2024-01-13,734.35,одежда,возврат
O04543,C0159,2024-05-25,825.21,дом_и_сад,выполнен
O04544,C0098,2024-03-05,543.65,одежда,выполнен
O04545,C0293,2024-08-15,1354.71,одежда,выполнен
O04546,C0081,2024-08-29,177.29,продукты,выполнен
O04547,C0171,2024-01-08,205.58,книги,выполнен
O04548,C0343,2024-10-30,177.04,дом_и_сад,возврат
O04549,C0282,2024-12-06,350.11,электроника,отменён
O04550,C0191,2024-02-12,1952.67,электроника,отменён
O04551,C0210,2024-08-31,256.94,спорт,отменён
O04552,C0283,2024-06-29,264.62,книги,выполнен
O04553,C0003,2024-03-25,343.68,одежда,отменён
O04554,C0041,2024-06-03,1613.26,одежда,выполнен
O04555,C0436,2024-10-01,2096.93,дом_и_сад,возврат
O04556,C0040,2024-01-23,1498.24,спорт,возврат
O04557,C0347,2024-04-24,1574.41,спорт,выполнен
O04558,C0457,2024-11-01,2493.7,электроника,отменён
O04559,C0138,2024-10-25,158.03,электроника,выполнен
O04560,C0182,2024-04-08,249.66,одежда,возврат
O04561,C0287,2024-04-13,379.71,одежда,выполнен
O04562,C0436,2024-02-20,722.69,красота,выполнен
O04563,C0465,2024-12-27,720.82,электроника,возврат
O04564,C0363,2024-04-21,729.87,спорт,выполнен
O04565,C0044,2024-08-31,1296.44,продукты,выполнен
O04566,C0335,2024-06-17,143.41,одежда,выполнен
O04567,C0206,2024-03-12,594.51,книги,выполнен
O04568,C0238,2024-05-18,822.61,дом_и_сад,выполнен
O04569,C0028,2024-12-01,512.65,красота,выполнен
O04570,C0101,2024-08-18,773.8,электроника,выполнен
O04571,C0388,2024-08-26,1506.84,электроника,выполнен
O04572,C0230,2024-09-09,699.09,электроника,выполнен
O04573,C0151,2024-02-18,3678.38,одежда,выполнен
O04574,C0190,2024-10-29,1423.27,продукты,возврат
O04575,C0419,2024-03-12,822.95,книги,отменён
O04576,C0365,2024-09-19,995.24,одежда,возврат
O04577,C0140,2024-11-17,1205.51,красота,отменён
O04578,C0062,2024-08-09,2561.47,продукты,выполнен
O04579,C0129,2024-03-17,1701.78,спорт,выполнен
O04580,C0457,2024-03-02,1003.62,одежда,выполнен
O04581,C0297,2024-06-05,371.32,электроника,возврат
O04582,C0267,2024-10-20,926.99,книги,отменён
O04583,C0305,2024-05-04,1056.96,электроника,выполнен
O04584,C0180,2024-08-16,1239.28,дом_и_сад,выполнен
O04585,C0396,2024-12-05,369.77,спорт,возврат
O04586,C0263,2024-06-09,1200.46,книги,выполнен
O04587,C0061,2024-01-29,1261.95,дом_и_сад,выполнен
O04588,C0068,2024-04-23,252.68,одежда,выполнен
O04589,C0267,2024-03-19,254.39,спорт,выполнен
O04590,C0463,2024-01-23,1626.87,электроника,выполнен
O04591,C0153,2024-04-15,335.58,продукты,выполнен
O04592,C0427,2024-05-10,2276.03,электроника,выполнен
O04593,C0374,2024-12-22,532.11,продукты,выполнен
O04594,C0127,2024-06-21,904.96,электроника,выполнен
O04595,C0024,2024-09-20,870.47,красота,отменён
O04596,C0052,2024-12-07,375.56,продукты,выполнен
O04597,C0357,2024-10-11,2023.06,красота,выполнен
O04598,C0105,2024-01-02,532.52,электроника,выполнен
O04599,C0182,2024-08-20,697.17,спорт,возврат
O04600,C0254,2024-09-07,136.22,одежда,возврат
O04601,C0356,2024-11-16,228.35,продукты,выполнен
O04602,C0059,2024-04-17,1638.77,книги,возврат
O04603,C0200,2024-10-02,662.2,красота,выполнен
O04604,C0245,2024-06-28,416.36,одежда,выполнен
O04605,C0269,2024-07-31,421.75,красота,выполнен
O04606,C0400,2024-10-19,1031.6,дом_и_сад,возврат
O04607,C0093,2024-03-12,1823.11,красота,отменён
O04608,C0397,2024-10-09,424.37,спорт,возврат
O04609,C0342,2024-06-23,1598.29,красота,отменён
O04610,C0282,2024-05-02,585.19,книги,возврат
O04611,C0346,2024-08-14,992.79,электроника,выполнен
O04612,C0208,2024-10-27,160.77,одежда,выполнен
O04613,C0072,2024-03-23,184.39,одежда,отменён
O04614,C0334,2024-09-09,1281.86,спорт,выполнен
O04615,C0263,2024-05-25,828.78,книги,выполнен
O04616,C0320,2024-04-29,918.68,дом_и_сад,выполнен
O04617,C0165,2024-03-05,280.62,дом_и_сад,возврат
O04618,C0446,2024-10-07,474.48,одежда,выполнен
O04619,C0299,2024-10-09,174.55,электроника,выполнен
O04620,C0044,2024-04-15,337.66,одежда,возврат
O04621,C0224,2024-10-26,653.09,дом_и_сад,выполнен
O04622,C0371,2024-04-16,864.6,электроника,отменён
O04623,C0391,2024-02-05,376.03,одежда,возврат
O04624,C0253,2024-05-26,1034.55,продукты,выполнен
O04625,C0440,2024-09-18,645.08,электроника,выполнен
O04626,C0137,2024-06-07,555.16,одежда,выполнен
O04627,C0206,2024-09-21,711.17,электроника,выполнен
O04628,C0441,2024-07-20,3567.77,красота,выполнен
O04629,C0440,2024-06-03,584.76,электроника,выполнен
O04630,C0340,2024-01-13,1424.81,книги,выполнен
O04631,C0424,2024-10-23,1029.71,электроника,выполнен
O04632,C0046,2024-11-17,545.37,книги,выполнен
O04633,C0426,2024-03-25,192.44,спорт,выполнен
O04634,C0156,2024-10-06,402.71,книги,выполнен
O04635,C0097,2024-09-01,707.05,книги,выполнен
O04636,C0123,2024-10-26,611.66,спорт,выполнен
O04637,C0209,2024-12-27,1876.77,красота,выполнен
O04638,C0129,2024-12-19,369.89,спорт,выполнен
O04639,C0156,2024-11-11,591.43,дом_и_сад,выполнен
O04640,C0071,2024-01-09,1021.57,продукты,выполнен
O04641,C0149,2024-09-03,532.45,красота,отменён
O04642,C0288,2024-11-07,1449.45,книги,выполнен
O04643,C0222,2024-10-04,278.65,электроника,выполнен
O04644,C0168,2024-08-25,197.19,спорт,отменён
O04645,C0365,2024-07-21,528.93,книги,выполнен
O04646,C0439,2024-09-03,628.4,дом_и_сад,выполнен
O04647,C0371,2024-08-22,791.94,красота,возврат
O04648,C0163,2024-03-21,743.05,одежда,выполнен
O04649,C0364,2024-12-21,479.76,одежда,выполнен
O04650,C0081,2024-01-13,199.06,продукты,выполнен
O04651,C0068,2024-11-22,604.88,одежда,отменён
O04652,C0168,2024-01-16,289.63,продукты,возврат
O04653,C0397,2024-02-14,703.77,спорт,выполнен
O04654,C0125,2024-11-16,274.13,электроника,выполнен
O04655,C0034,2024-05-18,900.88,одежда,выполнен
O04656,C0069,2024-11-21,2525.84,электроника,выполнен
O04657,C0424,2024-05-27,372.12,дом_и_сад,выполнен
O04658,C0317,2024-12-20,241.75,одежда,выполнен
O04659,C0129,2024-08-23,1661.72,одежда,выполнен
O04660,C0278,2024-07-09,2734.22,продукты,выполнен
O04661,C0264,2024-04-10,245.56,электроника,выполнен
O04662,C0330,2024-04-14,618.18,красота,выполнен
O04663,C0121,2024-09-06,981.82,одежда,выполнен
O04664,C0425,2024-04-03,540.12,книги,выполнен
O04665,C0153,2024-08-07,163.81,продукты,возврат
O04666,C0342,2024-10-24,221.78,книги,возврат
O04667,C0010,2024-12-04,241.23,одежда,выполнен
O04668,C0182,2024-05-12,289.43,электроника,выполнен
O04669,C0169,2024-12-26,713.0,книги,выполнен
O04670,C0271,2024-06-03,1600.68,одежда,выполнен
O04671,C0038,2024-01-28,224.53,дом_и_сад,выполнен
O04672,C0388,2024-10-08,354.7,одежда,отменён
O04673,C0115,2024-04-25,273.7,дом_и_сад,отменён
O04674,C0336,2024-10-31,837.76,книги,выполнен
O04675,C0394,2024-08-21,344.63,красота,отменён
O04676,C0283,2024-01-01,296.32,одежда,выполнен
O04677,C0363,2024-12-13,185.37,одежда,выполнен
O04678,C0333,2024-08-27,1973.91,красота,отменён
