client_id,возраст,доход,образование,семейное_положение,месяцев_на_обслуживании,кредитный_лимит
2291,56,56393,Аспирантура,Женат/Замужем,29,35000
2292,48,60947,Высшее,Женат/Замужем,113,25000
2293,49,49407,Магистратура,Женат/Замужем,108,21000
2294,58,99556,Среднее специальное,Холост/Не замужем,15,53000
2295,67,80901,Среднее специальное,Женат/Замужем,90,60000
2296,29,40060,Магистратура,Холост/Не замужем,76,15000
2297,25,40288,Высшее,Холост/Не замужем,25,28000
2298,25,41706,Среднее специальное,Женат/Замужем,61,18000
2299,67,75751,Среднее специальное,Женат/Замужем,41,53000
2300,45,48000,Магистратура,Женат/Замужем,69,36000
2301,37,39285,Высшее,Женат/Замужем,4,20000
2302,64,64522,Высшее,Разведён/Разведена,108,31000
2303,24,17704,Высшее,Женат/Замужем,112,12000
2304,28,48774,Высшее,Женат/Замужем,105,27000
2305,37,33174,Аспирантура,Холост/Не замужем,57,21000
2306,33,26100,Среднее специальное,Холост/Не замужем,31,15000
2307,21,32184,Высшее,Холост/Не замужем,3,12000
2308,23,32048,Магистратура,Женат/Замужем,117,23000
2309,39,50544,Среднее специальное,Женат/Замужем,67,20000
2310,43,41476,Высшее,Холост/Не замужем,90,31000
2311,20,25711,Высшее,Женат/Замужем,50,10000
2312,58,72381,Высшее,Холост/Не замужем,17,48000
2313,59,72268,Высшее,Холост/Не замужем,60,31000
2314,31,49242,Высшее,Разведён/Разведена,74,22000
2315,28,38509,Высшее,Женат/Замужем,66,17000
2316,35,46133,Высшее,Холост/Не замужем,88,31000
2317,71,75856,Высшее,Женат/Замужем,75,43000
2318,29,28959,Среднее,Женат/Замужем,24,21000
2319,40,69710,Высшее,Женат/Замужем,99,31000
2320,29,58773,Аспирантура,Холост/Не замужем,87,37000
2321,30,51513,Высшее,Женат/Замужем,32,34000
2322,42,42812,Высшее,Холост/Не замужем,87,16000
2323,62,73287,Высшее,Разведён/Разведена,98,36000
2324,68,84675,Магистратура,Женат/Замужем,105,45000
2325,36,26052,Магистратура,Женат/Замужем,19,12000
2326,72,98617,Среднее специальное,Холост/Не замужем,66,45000
2327,63,39909,Высшее,Холост/Не замужем,60,25000
2328,53,68569,Высшее,Холост/Не замужем,115,27000
2329,62,86999,Высшее,Вдовец/Вдова,66,56000
2330,25,33904,Среднее специальное,Холост/Не замужем,15,26000
2331,46,50143,Магистратура,Холост/Не замужем,120,29000
2332,72,83214,Среднее,Вдовец/Вдова,85,50000
2333,70,99378,Высшее,Женат/Замужем,35,33000
2334,72,68983,Высшее,Женат/Замужем,69,50000
2335,49,43085,Среднее специальное,Холост/Не замужем,107,19000
2336,68,63643,Магистратура,Женат/Замужем,27,38000
2337,61,41112,Магистратура,Женат/Замужем,88,32000
2338,35,57066,Высшее,Женат/Замужем,7,34000
2339,23,26288,Высшее,Холост/Не замужем,6,17000
2340,35,40474,Среднее специальное,Женат/Замужем,110,21000
2341,36,58044,Высшее,Женат/Замужем,33,19000
2342,39,41146,Среднее специальное,Женат/Замужем,58,28000
2343,54,70186,Высшее,Женат/Замужем,49,22000
2344,49,39228,Магистратура,Холост/Не замужем,17,25000
2345,73,88380,Среднее специальное,Холост/Не замужем,110,27000
2346,58,67128,Магистратура,Женат/Замужем,42,49000
2347,20,30271,Среднее,Женат/Замужем,94,11000
2348,45,53563,Магистратура,Вдовец/Вдова,72,29000
2349,27,17898,Среднее специальное,Женат/Замужем,40,10000
2350,68,71620,Высшее,Женат/Замужем,46,37000
2351,52,55074,Среднее специальное,Разведён/Разведена,71,25000
2352,46,33508,Магистратура,Холост/Не замужем,70,17000
2353,71,62333,Высшее,Женат/Замужем,68,28000
2354,32,39261,Среднее специальное,Холост/Не замужем,1,20000
2355,50,46490,Высшее,Холост/Не замужем,79,22000
2356,24,15000,Высшее,Женат/Замужем,95,8000
2357,29,54945,Высшее,Женат/Замужем,89,23000
2358,66,66268,Магистратура,Женат/Замужем,111,52000
2359,47,19090,Высшее,Женат/Замужем,97,10000
2360,38,78024,Среднее специальное,Женат/Замужем,52,30000
2361,48,72620,Среднее,Холост/Не замужем,35,39000
2362,41,43165,Высшее,Женат/Замужем,119,31000
2363,37,32562,Высшее,Женат/Замужем,69,10000
2364,54,64847,Высшее,Разведён/Разведена,5,41000
2365,21,35434,Среднее специальное,Холост/Не замужем,100,20000
2366,45,59731,Высшее,Холост/Не замужем,17,22000
2367,61,51805,Аспирантура,Женат/Замужем,53,36000
2368,37,61666,Среднее специальное,Разведён/Разведена,52,29000
2369,41,41298,Высшее,Женат/Замужем,14,18000
2370,67,79411,Магистратура,Женат/Замужем,29,56000
2371,66,56445,Высшее,Вдовец/Вдова,8,34000
2372,68,109722,Высшее,Вдовец/Вдова,98,82000
2373,49,65232,Высшее,Женат/Замужем,104,40000
2374,58,105263,Магистратура,Женат/Замужем,1,70000
2375,53,70414,Среднее,Холост/Не замужем,29,50000
2376,70,63178,Высшее,Разведён/Разведена,36,20000
2377,51,68840,Среднее специальное,Женат/Замужем,51,47000
2378,53,71508,Высшее,Вдовец/Вдова,37,43000
2379,19,36399,Высшее,Холост/Не замужем,93,12000
2380,32,50655,Высшее,Женат/Замужем,69,28000
2381,51,67825,Среднее,Женат/Замужем,53,23000
2382,53,43094,Высшее,Женат/Замужем,96,28000
2383,23,18027,Высшее,Холост/Не замужем,52,10000
2384,56,48486,Высшее,Женат/Замужем,88,37000
2385,59,64713,Высшее,Женат/Замужем,83,25000
2386,68,66652,Высшее,Женат/Замужем,12,40000
2387,68,55366,Магистратура,Холост/Не замужем,52,22000
2388,71,84029,Высшее,Женат/Замужем,1,51000
2389,29,43045,Высшее,Холост/Не замужем,7,28000
2390,20,34133,Магистратура,Холост/Не замужем,17,22000
2391,62,61330,Среднее специальное,Женат/Замужем,98,43000
2392,35,37926,Среднее,Разведён/Разведена,43,27000
2393,57,48580,Высшее,Женат/Замужем,71,16000
2394,38,60006,Высшее,Женат/Замужем,17,28000
2395,32,30647,Магистратура,Холост/Не замужем,59,19000
2396,50,58740,Аспирантура,Женат/Замужем,3,32000
2397,52,82130,Высшее,Холост/Не замужем,29,32000
2398,43,45016,Высшее,Вдовец/Вдова,22,25000
2399,25,50010,Высшее,Разведён/Разведена,38,25000
2400,53,66530,Высшее,Женат/Замужем,54,32000
2401,65,72272,Магистратура,Женат/Замужем,107,50000
2402,47,59655,Магистратура,Женат/Замужем,93,30000
2403,40,46176,Высшее,Женат/Замужем,114,14000
2404,59,63321,Среднее,Холост/Не замужем,50,20000
2405,61,56178,Высшее,Холост/Не замужем,118,40000
2406,31,41021,Среднее специальное,Женат/Замужем,106,32000
2407,31,31621,Магистратура,Разведён/Разведена,69,20000
2408,19,45884,Среднее,Холост/Не замужем,30,22000
2409,72,47707,Магистратура,Холост/Не замужем,23,36000
2410,54,66015,Высшее,Женат/Замужем,119,41000
2411,22,38248,Высшее,Разведён/Разведена,85,27000
2412,55,63290,Высшее,Холост/Не замужем,120,43000
2413,62,80567,Высшее,Холост/Не замужем,90,39000
2414,58,57708,Высшее,Женат/Замужем,118,31000
2415,71,76231,Магистратура,Женат/Замужем,47,29000
2416,64,41051,Высшее,Холост/Не замужем,21,18000
2417,31,34170,Высшее,Холост/Не замужем,20,23000
2418,73,86836,Высшее,Женат/Замужем,23,64000
2419,56,40312,Среднее специальное,Женат/Замужем,68,26000
2420,42,51596,Высшее,Вдовец/Вдова,21,27000
2421,37,35037,Аспирантура,Женат/Замужем,21,12000
2422,19,29135,Среднее,Холост/Не замужем,1,9000
2423,56,51134,Высшее,Женат/Замужем,15,24000
2424,23,15292,Высшее,Женат/Замужем,17,8000
2425,34,48590,Высшее,Холост/Не замужем,51,29000
2426,42,48456,Среднее специальное,Разведён/Разведена,63,14000
2427,74,83989,Высшее,Разведён/Разведена,14,66000
2428,45,63516,Среднее,Холост/Не замужем,59,30000
2429,19,49178,Среднее,Холост/Не замужем,83,35000
2430,52,59202,Высшее,Холост/Не замужем,50,33000
2431,54,77829,Высшее,Холост/Не замужем,34,28000
2432,22,18563,Аспирантура,Женат/Замужем,6,12000
2433,18,43634,Среднее,Женат/Замужем,109,28000
2434,57,68090,Высшее,Вдовец/Вдова,49,38000
2435,29,42296,Среднее специальное,Холост/Не замужем,6,23000
2436,73,80670,Высшее,Женат/Замужем,117,27000
2437,53,43588,Аспирантура,Разведён/Разведена,118,27000
2438,62,47248,Магистратура,Женат/Замужем,69,35000
2439,40,73247,Среднее,Холост/Не замужем,7,25000
2440,64,64269,Высшее,Холост/Не замужем,97,27000
2441,48,51255,Высшее,Холост/Не замужем,77,38000
2442,28,21465,Среднее специальное,Вдовец/Вдова,51,9000
2443,27,15000,Среднее специальное,Разведён/Разведена,118,9000
2444,20,30275,Магистратура,Разведён/Разведена,1,17000
2445,71,67276,Аспирантура,Разведён/Разведена,13,40000
2446,31,40426,Аспирантура,Женат/Замужем,43,20000
2447,33,43307,Магистратура,Разведён/Разведена,27,19000
2448,27,74541,Высшее,Вдовец/Вдова,71,24000
2449,46,47321,Высшее,Женат/Замужем,116,31000
2450,27,60899,Среднее специальное,Холост/Не замужем,3,40000
2451,29,63430,Среднее,Женат/Замужем,58,40000
2452,47,64504,Высшее,Холост/Не замужем,89,40000
2453,58,58473,Магистратура,Холост/Не замужем,97,24000
2454,18,15000,Магистратура,Разведён/Разведена,104,5000
2455,22,40369,Магистратура,Разведён/Разведена,17,28000
2456,37,60482,Магистратура,Холост/Не замужем,45,32000
2457,25,61815,Аспирантура,Женат/Замужем,78,28000
2458,60,49350,Среднее специальное,Разведён/Разведена,101,17000
2459,29,35147,Магистратура,Женат/Замужем,58,11000
2460,18,15842,Высшее,Женат/Замужем,56,7000
2461,74,65297,Среднее специальное,Женат/Замужем,54,45000
2462,71,82365,Аспирантура,Разведён/Разведена,87,62000
2463,37,35010,Магистратура,Разведён/Разведена,88,26000
2464,45,39235,Среднее специальное,Женат/Замужем,29,29000
2465,74,86754,Среднее,Холост/Не замужем,102,65000
2466,60,70361,Высшее,Разведён/Разведена,54,39000
2467,54,64050,Высшее,Холост/Не замужем,27,26000
2468,64,57006,Магистратура,Женат/Замужем,102,39000
2469,54,78195,Среднее специальное,Холост/Не замужем,117,31000
2470,29,39017,Среднее,Женат/Замужем,104,16000
2471,54,94502,Среднее специальное,Женат/Замужем,45,39000
2472,66,70817,Среднее,Холост/Не замужем,114,39000
2473,66,33399,Среднее,Разведён/Разведена,87,15000
2474,73,38331,Магистратура,Холост/Не замужем,31,14000
2475,61,73759,Высшее,Разведён/Разведена,36,38000
2476,73,93507,Высшее,Разведён/Разведена,81,68000
2477,45,39842,Среднее,Холост/Не замужем,61,23000
2478,64,98314,Среднее специальное,Женат/Замужем,37,72000
2479,32,66144,Магистратура,Холост/Не замужем,67,26000
2480,23,37158,Высшее,Женат/Замужем,36,14000
2481,61,72491,Магистратура,Женат/Замужем,119,42000
2482,37,58617,Высшее,Холост/Не замужем,5,31000
2483,67,97549,Высшее,Женат/Замужем,46,61000
2484,31,50632,Высшее,Женат/Замужем,79,35000
2485,19,33618,Высшее,Разведён/Разведена,52,22000
2486,26,46484,Магистратура,Холост/Не замужем,49,35000
2487,54,66860,Среднее специальное,Женат/Замужем,6,33000
2488,37,59066,Высшее,Холост/Не замужем,10,23000
2489,43,26449,Среднее специальное,Разведён/Разведена,118,15000
2490,46,57137,Высшее,Холост/Не замужем,96,20000
2491,18,36906,Магистратура,Женат/Замужем,23,16000
2492,72,72107,Высшее,Холост/Не замужем,112,29000
2493,52,68962,Высшее,Женат/Замужем,17,34000
2494,23,62817,Аспирантура,Разведён/Разведена,110,22000
2495,54,60873,Высшее,Женат/Замужем,84,19000
2496,70,81975,Среднее специальное,Женат/Замужем,44,51000
2497,22,57293,Среднее специальное,Женат/Замужем,41,34000
2498,50,58023,Высшее,Разведён/Разведена,15,37000
2499,66,55073,Высшее,Женат/Замужем,44,34000
2500,68,79236,Высшее,Разведён/Разведена,110,28000
2501,31,15000,Высшее,Женат/Замужем,58,6000
2502,29,15000,Аспирантура,Женат/Замужем,86,5000
2503,59,67795,Среднее специальное,Холост/Не замужем,50,48000
2504,37,15000,Высшее,Женат/Замужем,52,10000
2505,70,51872,Среднее,Холост/Не замужем,70,20000
2506,67,63498,Магистратура,Разведён/Разведена,68,29000
2507,41,37578,Среднее,Женат/Замужем,63,29000
2508,60,61382,Высшее,Вдовец/Вдова,58,36000
2509,51,73093,Среднее,Холост/Не замужем,23,51000
2510,42,52777,Высшее,Холост/Не замужем,44,22000
2511,67,56610,Магистратура,Разведён/Разведена,109,22000
2512,46,72716,Высшее,Женат/Замужем,83,50000
2513,74,53367,Высшее,Женат/Замужем,118,34000
2514,56,63728,Высшее,Разведён/Разведена,109,40000
2515,48,30898,Высшее,Женат/Замужем,95,17000
2516,73,77784,Магистратура,Холост/Не замужем,44,45000
2517,64,62020,Среднее специальное,Разведён/Разведена,52,41000
2518,60,79833,Высшее,Холост/Не замужем,67,34000
2519,67,80010,Среднее специальное,Разведён/Разведена,28,38000
2520,40,38792,Среднее специальное,Холост/Не замужем,67,28000
2521,61,52715,Высшее,Женат/Замужем,78,23000
2522,55,54873,Высшее,Холост/Не замужем,18,31000
2523,37,73333,Высшее,Женат/Замужем,27,47000
2524,40,71886,Высшее,Холост/Не замужем,51,57000
2525,62,50675,Среднее специальное,Разведён/Разведена,60,26000
2526,69,82803,Среднее,Женат/Замужем,74,42000
2527,33,16028,Магистратура,Холост/Не замужем,49,11000
2528,67,62489,Магистратура,Женат/Замужем,15,43000
2529,59,48886,Среднее,Женат/Замужем,83,32000
2530,72,89239,Высшее,Холост/Не замужем,73,47000
2531,25,16239,Высшее,Холост/Не замужем,68,7000
2532,67,75640,Магистратура,Женат/Замужем,15,45000
2533,38,46010,Магистратура,Холост/Не замужем,51,33000
2534,18,27368,Магистратура,Холост/Не замужем,48,20000
2535,72,98273,Магистратура,Холост/Не замужем,72,34000
2536,25,61995,Среднее специальное,Женат/Замужем,113,31000
2537,46,50234,Магистратура,Женат/Замужем,117,26000
2538,49,49611,Высшее,Холост/Не замужем,1,39000
2539,55,36996,Среднее,Вдовец/Вдова,7,23000
2540,22,33136,Высшее,Разведён/Разведена,53,16000
2541,64,96099,Магистратура,Холост/Не замужем,31,30000
2542,39,44868,Магистратура,Холост/Не замужем,18,26000
2543,64,77731,Среднее специальное,Разведён/Разведена,12,27000
2544,51,35437,Высшее,Женат/Замужем,48,25000
2545,18,23478,Магистратура,Холост/Не замужем,30,15000
2546,72,80136,Среднее специальное,Женат/Замужем,97,42000
2547,72,74787,Высшее,Женат/Замужем,111,38000
2548,43,62370,Высшее,Холост/Не замужем,7,46000
2549,60,54559,Высшее,Женат/Замужем,92,24000
2550,27,15000,Среднее специальное,Женат/Замужем,113,6000
2551,47,70031,Высшее,Женат/Замужем,3,53000
2552,67,55157,Магистратура,Разведён/Разведена,107,38000
2553,35,51199,Высшее,Холост/Не замужем,63,36000
2554,34,49562,Магистратура,Женат/Замужем,6,19000
2555,43,25043,Высшее,Женат/Замужем,95,9000
2556,25,51336,Среднее специальное,Женат/Замужем,102,16000
2557,64,58301,Высшее,Холост/Не замужем,15,24000
2558,57,62025,Высшее,Женат/Замужем,71,42000
2559,66,63027,Магистратура,Холост/Не замужем,43,26000
2560,29,63138,Среднее специальное,Холост/Не замужем,94,41000
2561,44,70952,Высшее,Холост/Не замужем,91,30000
2562,25,15000,Высшее,Женат/Замужем,81,7000
2563,42,83082,Магистратура,Холост/Не замужем,119,65000
2564,63,55825,Среднее специальное,Женат/Замужем,18,23000
2565,21,63936,Среднее,Холост/Не замужем,22,31000
2566,50,51756,Среднее специальное,Холост/Не замужем,61,23000
2567,18,24886,Магистратура,Холост/Не замужем,120,8000
2568,36,40690,Среднее специальное,Холост/Не замужем,61,22000
2569,48,47988,Среднее специальное,Женат/Замужем,53,23000
2570,33,79865,Среднее специальное,Женат/Замужем,26,51000
2571,31,39254,Высшее,Вдовец/Вдова,115,27000
2572,70,67065,Среднее,Вдовец/Вдова,91,38000
2573,65,68755,Высшее,Женат/Замужем,40,21000
2574,22,18689,Среднее специальное,Женат/Замужем,88,11000
2575,58,85956,Высшее,Холост/Не замужем,116,28000
2576,43,27933,Высшее,Женат/Замужем,8,16000
2577,45,42389,Высшее,Женат/Замужем,21,27000
2578,19,44849,Магистратура,Холост/Не замужем,93,17000
2579,67,69835,Аспирантура,Холост/Не замужем,43,49000
2580,23,42238,Высшее,Холост/Не замужем,21,31000
2581,26,59397,Магистратура,Женат/Замужем,3,41000
2582,50,70657,Высшее,Женат/Замужем,31,31000
2583,58,64062,Магистратура,Женат/Замужем,119,38000
2584,42,80540,Высшее,Женат/Замужем,27,61000
2585,65,58174,Высшее,Женат/Замужем,110,26000
2586,30,38095,Высшее,Женат/Замужем,27,27000
2587,26,35943,Магистратура,Холост/Не замужем,73,10000
2588,70,70063,Среднее специальное,Женат/Замужем,57,21000
2589,30,23561,Среднее специальное,Женат/Замужем,97,16000
2590,48,30245,Высшее,Женат/Замужем,33,20000
2591,58,68258,Среднее специальное,Женат/Замужем,90,47000
2592,28,28497,Высшее,Женат/Замужем,92,21000
2593,21,61017,Среднее специальное,Холост/Не замужем,44,21000
2594,51,55311,Высшее,Женат/Замужем,43,23000
2595,55,55827,Магистратура,Вдовец/Вдова,31,41000
2596,63,82415,Высшее,Женат/Замужем,117,32000
2597,21,38432,Высшее,Холост/Не замужем,65,24000
2598,55,56967,Среднее специальное,Холост/Не замужем,84,32000
2599,36,34789,Среднее специальное,Вдовец/Вдова,76,11000
2600,23,88865,Магистратура,Холост/Не замужем,17,39000
2601,51,61826,Магистратура,Холост/Не замужем,15,34000
2602,35,59866,Высшее,Женат/Замужем,34,43000
2603,30,24255,Аспирантура,Вдовец/Вдова,114,15000
2604,58,53330,Магистратура,Холост/Не замужем,80,32000
2605,40,79285,Аспирантура,Женат/Замужем,4,43000
2606,36,65353,Высшее,Женат/Замужем,72,29000
2607,62,72064,Среднее специальное,Холост/Не замужем,98,25000
2608,28,32276,Высшее,Разведён/Разведена,110,16000
2609,18,26489,Высшее,Женат/Замужем,89,8000
2610,41,38258,Среднее специальное,Женат/Замужем,79,15000
2611,71,55047,Магистратура,Разведён/Разведена,28,28000
2612,24,48657,Среднее,Вдовец/Вдова,73,24000
2613,42,57282,Высшее,Женат/Замужем,2,18000
2614,38,57041,Высшее,Холост/Не замужем,17,33000
2615,32,36146,Высшее,Разведён/Разведена,58,20000
2616,18,33834,Высшее,Женат/Замужем,74,11000
2617,29,32319,Магистратура,Разведён/Разведена,9,24000
2618,24,23890,Высшее,Разведён/Разведена,31,8000
2619,32,66205,Магистратура,Холост/Не замужем,66,48000
2620,38,47822,Аспирантура,Вдовец/Вдова,88,14000
2621,36,52011,Высшее,Женат/Замужем,62,38000
2622,46,64936,Аспирантура,Женат/Замужем,19,20000
2623,42,51210,Среднее,Холост/Не замужем,81,34000
2624,50,59209,Высшее,Разведён/Разведена,107,28000
2625,66,52100,Среднее специальное,Женат/Замужем,113,34000
2626,49,41358,Среднее специальное,Женат/Замужем,74,20000
2627,66,54182,Магистратура,Разведён/Разведена,114,18000
2628,52,66281,Среднее,Женат/Замужем,55,45000
2629,61,65463,Высшее,Женат/Замужем,28,21000
2630,55,46159,Высшее,Разведён/Разведена,102,35000
2631,43,58701,Высшее,Женат/Замужем,112,19000
2632,28,46151,Высшее,Разведён/Разведена,92,24000
2633,52,46775,Магистратура,Разведён/Разведена,114,30000
2634,25,35182,Среднее специальное,Женат/Замужем,116,17000
2635,63,74207,Высшее,Женат/Замужем,50,30000
2636,31,27524,Высшее,Холост/Не замужем,65,18000
2637,27,45693,Высшее,Женат/Замужем,3,31000
2638,19,35315,Высшее,Женат/Замужем,79,26000
2639,63,51012,Магистратура,Женат/Замужем,52,24000
2640,26,39696,Высшее,Холост/Не замужем,10,21000
2641,20,37084,Высшее,Холост/Не замужем,21,17000
2642,38,36609,Среднее,Холост/Не замужем,37,15000
2643,43,41790,Высшее,Холост/Не замужем,15,28000
2644,25,20473,Высшее,Женат/Замужем,87,9000
2645,65,60865,Среднее специальное,Холост/Не замужем,78,31000
2646,19,30618,Высшее,Холост/Не замужем,79,15000
2647,23,25832,Магистратура,Холост/Не замужем,74,16000
2648,45,29326,Высшее,Женат/Замужем,120,22000
2649,70,61271,Среднее специальное,Разведён/Разведена,9,38000
2650,46,46140,Высшее,Холост/Не замужем,44,24000
2651,43,62252,Среднее специальное,Женат/Замужем,39,42000
2652,42,58121,Магистратура,Женат/Замужем,5,36000
2653,29,51343,Среднее специальное,Холост/Не замужем,25,16000
2654,22,22114,Высшее,Женат/Замужем,56,7000
2655,51,58523,Высшее,Холост/Не замужем,106,18000
2656,65,31254,Магистратура,Женат/Замужем,90,16000
2657,54,65233,Среднее специальное,Холост/Не замужем,64,46000
2658,32,50363,Высшее,Вдовец/Вдова,72,22000
2659,61,59125,Высшее,Холост/Не замужем,86,29000
2660,53,62431,Высшее,Женат/Замужем,52,47000
2661,32,18476,Высшее,Разведён/Разведена,89,13000
2662,60,51583,Высшее,Холост/Не замужем,112,32000
2663,65,79081,Магистратура,Женат/Замужем,76,34000
2664,40,55268,Среднее,Женат/Замужем,9,19000
2665,23,27822,Среднее,Женат/Замужем,10,8000
2666,63,78170,Магистратура,Холост/Не замужем,112,27000
2667,67,71274,Среднее специальное,Холост/Не замужем,10,31000
2668,61,56836,Аспирантура,Женат/Замужем,73,32000
2669,60,60857,Высшее,Женат/Замужем,62,20000
2670,62,58368,Высшее,Женат/Замужем,90,21000
2671,38,28243,Среднее специальное,Холост/Не замужем,99,11000
2672,40,66450,Среднее специальное,Холост/Не замужем,91,40000
2673,60,55079,Высшее,Женат/Замужем,60,33000
2674,72,60714,Магистратура,Женат/Замужем,95,34000
2675,33,19059,Аспирантура,Женат/Замужем,19,8000
2676,64,27260,Среднее специальное,Холост/Не замужем,107,13000
2677,70,82122,Среднее специальное,Холост/Не замужем,38,28000
2678,32,53104,Среднее,Холост/Не замужем,6,21000
2679,42,67095,Магистратура,Холост/Не замужем,15,50000
2680,53,55764,Среднее специальное,Холост/Не замужем,93,44000
2681,28,33170,Среднее,Женат/Замужем,47,20000
2682,68,62384,Среднее специальное,Женат/Замужем,45,47000
2683,32,34951,Высшее,Женат/Замужем,118,21000
2684,21,49196,Аспирантура,Холост/Не замужем,5,15000
2685,38,45602,Высшее,Холост/Не замужем,78,36000
2686,30,45271,Среднее специальное,Женат/Замужем,53,15000
2687,39,40169,Высшее,Разведён/Разведена,66,25000
2688,36,64212,Высшее,Женат/Замужем,62,27000
2689,51,27828,Среднее,Женат/Замужем,23,13000
2690,31,22092,Среднее специальное,Разведён/Разведена,44,13000
2691,21,38095,Высшее,Женат/Замужем,52,19000
2692,65,93859,Среднее специальное,Холост/Не замужем,46,39000
2693,70,68223,Среднее специальное,Женат/Замужем,19,31000
2694,69,58164,Высшее,Холост/Не замужем,88,27000
2695,63,81009,Магистратура,Женат/Замужем,84,63000
2696,44,55655,Высшее,Женат/Замужем,47,38000
2697,46,71753,Высшее,Женат/Замужем,91,37000
2698,64,47444,Высшее,Холост/Не замужем,52,18000
2699,45,69775,Высшее,Женат/Замужем,24,49000
2700,52,33973,Среднее,Женат/Замужем,17,12000
2701,25,31277,Магистратура,Разведён/Разведена,89,12000
2702,33,48191,Среднее специальное,Женат/Замужем,46,23000
2703,59,65590,Высшее,Вдовец/Вдова,64,48000
2704,53,73908,Магистратура,Холост/Не замужем,119,27000
2705,47,25800,Высшее,Женат/Замужем,95,9000
2706,35,45715,Магистратура,Холост/Не замужем,28,25000
2707,19,48794,Высшее,Холост/Не замужем,50,21000
2708,66,69289,Магистратура,Разведён/Разведена,64,40000
2709,30,22464,Магистратура,Вдовец/Вдова,28,11000
2710,21,47512,Аспирантура,Холост/Не замужем,86,24000
2711,43,40275,Магистратура,Холост/Не замужем,56,14000
2712,42,36835,Магистратура,Холост/Не замужем,59,13000
2713,47,38947,Высшее,Разведён/Разведена,5,27000
2714,28,35019,Высшее,Холост/Не замужем,54,26000
2715,24,37545,Среднее специальное,Холост/Не замужем,44,15000
2716,48,34963,Высшее,Холост/Не замужем,42,12000
2717,61,48445,Аспирантура,Женат/Замужем,72,15000
2718,27,26782,Высшее,Разведён/Разведена,102,16000
2719,56,46075,Магистратура,Холост/Не замужем,92,30000
2720,30,40151,Магистратура,Женат/Замужем,57,19000
2721,48,59418,Среднее специальное,Холост/Не замужем,47,38000
2722,24,38158,Среднее специальное,Женат/Замужем,76,25000
2723,73,77379,Высшее,Женат/Замужем,25,59000
2724,66,93464,Среднее специальное,Холост/Не замужем,102,31000
2725,59,69155,Высшее,Холост/Не замужем,44,27000
2726,59,74559,Аспирантура,Разведён/Разведена,15,24000
2727,73,67780,Магистратура,Холост/Не замужем,108,49000
2728,53,72160,Высшее,Женат/Замужем,105,50000
2729,37,38264,Среднее,Женат/Замужем,51,22000
2730,21,38571,Высшее,Холост/Не замужем,53,13000
2731,71,51829,Высшее,Женат/Замужем,34,22000
2732,24,37293,Высшее,Разведён/Разведена,109,16000
2733,71,57769,Среднее специальное,Женат/Замужем,77,33000
2734,18,44040,Высшее,Холост/Не замужем,8,18000
2735,61,77538,Среднее специальное,Женат/Замужем,77,26000
2736,73,67000,Магистратура,Женат/Замужем,100,44000
2737,62,95943,Среднее специальное,Женат/Замужем,70,43000
2738,59,58511,Среднее,Женат/Замужем,102,30000
2739,64,42619,Среднее,Холост/Не замужем,96,15000
2740,30,27913,Высшее,Женат/Замужем,21,19000
2741,72,57537,Высшее,Женат/Замужем,108,33000
2742,39,52494,Высшее,Холост/Не замужем,108,39000
2743,71,53869,Высшее,Женат/Замужем,113,29000
2744,38,37911,Высшее,Холост/Не замужем,7,29000
2745,39,51518,Высшее,Холост/Не замужем,90,38000
2746,45,53679,Высшее,Вдовец/Вдова,79,31000
2747,26,36210,Среднее,Холост/Не замужем,56,27000
2748,43,51890,Высшее,Холост/Не замужем,49,23000
2749,26,30842,Магистратура,Женат/Замужем,42,14000
2750,32,17143,Магистратура,Вдовец/Вдова,23,5000
2751,27,31247,Высшее,Вдовец/Вдова,52,18000
2752,41,55431,Среднее специальное,Женат/Замужем,102,36000
2753,74,72745,Среднее специальное,Холост/Не замужем,105,49000
2754,59,68672,Аспирантура,Разведён/Разведена,79,25000
2755,25,26798,Среднее специальное,Женат/Замужем,112,13000
2756,41,63315,Среднее специальное,Женат/Замужем,53,24000
2757,33,15000,Среднее специальное,Разведён/Разведена,104,9000
2758,66,70521,Высшее,Женат/Замужем,16,26000
2759,43,70233,Среднее специальное,Холост/Не замужем,96,52000
2760,44,73265,Высшее,Разведён/Разведена,37,30000
2761,54,55322,Высшее,Женат/Замужем,18,24000
2762,21,15000,Магистратура,Холост/Не замужем,20,10000
2763,67,89697,Среднее,Холост/Не замужем,46,47000
2764,41,47622,Высшее,Женат/Замужем,2,14000
2765,36,42015,Высшее,Холост/Не замужем,119,22000
2766,53,44607,Высшее,Холост/Не замужем,87,15000
2767,56,41651,Высшее,Женат/Замужем,94,33000
2768,27,45657,Магистратура,Разведён/Разведена,63,27000
2769,42,59248,Среднее,Женат/Замужем,3,25000
2770,35,46623,Магистратура,Женат/Замужем,46,27000
2771,36,32939,Высшее,Женат/Замужем,103,11000
2772,53,42025,Среднее специальное,Женат/Замужем,111,29000
2773,27,15716,Магистратура,Холост/Не замужем,49,11000
2774,50,47191,Высшее,Разведён/Разведена,1,34000
2775,72,58112,Среднее специальное,Женат/Замужем,105,27000
2776,67,43560,Среднее,Холост/Не замужем,22,20000
2777,22,42970,Среднее специальное,Холост/Не замужем,93,13000
2778,64,47014,Высшее,Женат/Замужем,14,29000
2779,66,83158,Среднее специальное,Холост/Не замужем,112,47000
